X,Y,OBJECTID,ID,STATION,STATIONURL,STA_ID,SYSTEM,SYS_AGENCY,NTDID,LATITUDE,LONGITUDE,UA,UACODE,STATUS,SOURCE,SOURCEDATE,GRD_ELEV,ADDRESS,CITY,STATE,ZIP,STATIONSYS
-111.836612835,40.7644212270001,406,8001030,FORT DOUGLAS STATION,NOT AVAILABLE,19168,UTA,UTAH TRANSIT AUTHORITY,8001,40.7644212270001,-111.836612835,"SALT LAKE CITY-WEST VALLEY CITY, UT",42,OPEN,http://developer.rideuta.com/DeveloperResources/developer.aspx,2015/08/12 00:00:00,GROUND,200 SOUTH MARIO CAPECCHI DRIVE,SALT LAKE CITY,UT,84112,FORT DOUGLAS STATION - UTA
-111.838849797,40.769549742,407,8001031,UNIVERSITY MEDICAL CENTER,NOT AVAILABLE,19170,UTA,UTAH TRANSIT AUTHORITY,8001,40.769549742,-111.838849797,"SALT LAKE CITY-WEST VALLEY CITY, UT",42,OPEN,http://developer.rideuta.com/DeveloperResources/developer.aspx,2015/08/12 00:00:00,GROUND,10 NORTH MARIO CAPECCHI DRIVE,SALT LAKE CITY,UT,84112,UNIVERSITY MEDICAL CENTER - UTA
-112.014114446,40.5441020370001,408,8001032,DAYBREAK PARKWAY STATION,NOT AVAILABLE,22620,UTA,UTAH TRANSIT AUTHORITY,8001,40.5441020370001,-112.014114446,"SALT LAKE CITY-WEST VALLEY CITY, UT",42,OPEN,http://developer.rideuta.com/DeveloperResources/developer.aspx,2015/08/12 00:00:00,GROUND,11405 S GRANDVILLE AVE,SOUTH JORDAN,UT,84009,DAYBREAK PARKWAY STATION - UTA
-112.024703071,40.558724651,409,8001033,SOUTH JORDAN PARKWAY STATION,NOT AVAILABLE,22621,UTA,UTAH TRANSIT AUTHORITY,8001,40.558724651,-112.024703071,"SALT LAKE CITY-WEST VALLEY CITY, UT",42,OPEN,http://developer.rideuta.com/DeveloperResources/developer.aspx,2015/08/12 00:00:00,GROUND,10605 S GRANDVILLE AVE,SOUTH JORDAN,UT,84009,SOUTH JORDAN PARKWAY STATION - UTA
-112.024867385,40.5691196650001,410,8001034,5600 W. OLD BINGHAM HWY STATION,NOT AVAILABLE,22623,UTA,UTAH TRANSIT AUTHORITY,8001,40.5691196650001,-112.024867385,"SALT LAKE CITY-WEST VALLEY CITY, UT",42,OPEN,http://developer.rideuta.com/DeveloperResources/developer.aspx,2015/08/12 00:00:00,GROUND,5600 W OLD BINGHAM HWY,WEST JORDAN,UT,84081,5600 W. OLD BINGHAM HWY STATION - UTA
-112.004179205,40.581482566,411,8001035,4800 W. OLD BINGHAM HWY STATION,NOT AVAILABLE,22625,UTA,UTAH TRANSIT AUTHORITY,8001,40.581482566,-112.004179205,"SALT LAKE CITY-WEST VALLEY CITY, UT",42,OPEN,http://developer.rideuta.com/DeveloperResources/developer.aspx,2015/08/12 00:00:00,GROUND,4800 W OLD BINGHAM HWY,WEST JORDAN,UT,84088,4800 W. OLD BINGHAM HWY STATION - UTA
-111.971735,40.594794,412,8001036,JORDAN VALLEY STATION,NOT AVAILABLE,22627,UTA,UTAH TRANSIT AUTHORITY,8001,40.594794,-111.971735,"SALT LAKE CITY-WEST VALLEY CITY, UT",42,OPEN,http://developer.rideuta.com/DeveloperResources/developer.aspx,2015/08/12 00:00:00,GROUND,3400 W 8600 S,WEST JORDAN,UT,84088,JORDAN VALLEY STATION - UTA
-111.956840876,40.5990553080001,413,8001037,2700 W. SUGAR FACTORY RD STATION,NOT AVAILABLE,22629,UTA,UTAH TRANSIT AUTHORITY,8001,40.5990553080001,-111.956840876,"SALT LAKE CITY-WEST VALLEY CITY, UT",42,OPEN,http://developer.rideuta.com/DeveloperResources/developer.aspx,2015/08/12 00:00:00,GROUND,2700 W SUGAR FACTORY ROAD,WEST JORDAN,UT,84088,2700 W. SUGAR FACTORY RD STATION - UTA
-111.936450029,40.6048948870001,414,8001038,WEST JORDAN CITY CENTER STATION,NOT AVAILABLE,22631,UTA,UTAH TRANSIT AUTHORITY,8001,40.6048948870001,-111.936450029,"SALT LAKE CITY-WEST VALLEY CITY, UT",42,OPEN,http://developer.rideuta.com/DeveloperResources/developer.aspx,2015/08/12 00:00:00,GROUND,8021 S REDWOOD ROAD,WEST JORDAN,UT,84088,WEST JORDAN CITY CENTER STATION - UTA
-111.924342403,40.6080550610001,415,8001039,HISTORIC GARDNER STATION,NOT AVAILABLE,22633,UTA,UTAH TRANSIT AUTHORITY,8001,40.6080550610001,-111.924342403,"SALT LAKE CITY-WEST VALLEY CITY, UT",42,OPEN,http://developer.rideuta.com/DeveloperResources/developer.aspx,2015/08/12 00:00:00,GROUND,1127 W 7800 S,WEST JORDAN,UT,84088,HISTORIC GARDNER STATION - UTA
-111.915319589,40.617103292,416,8001040,BINGHAM JUNCTION STATION,NOT AVAILABLE,22635,UTA,UTAH TRANSIT AUTHORITY,8001,40.617103292,-111.915319589,"SALT LAKE CITY-WEST VALLEY CITY, UT",42,OPEN,http://developer.rideuta.com/DeveloperResources/developer.aspx,2015/08/12 00:00:00,GROUND,7387 S BINGHAM JUNCTION BLVD,MIDVALE,UT,84047,BINGHAM JUNCTION STATION - UTA
-111.923819372,40.7202454980001,417,8001041,RIVER TRAIL STATION,NOT AVAILABLE,22645,UTA,UTAH TRANSIT AUTHORITY,8001,40.7202454980001,-111.923819372,"SALT LAKE CITY-WEST VALLEY CITY, UT",42,OPEN,http://developer.rideuta.com/DeveloperResources/developer.aspx,2015/08/12 00:00:00,GROUND,2340 SOUTH 1070 WEST,WEST VALLEY CITY,UT,84119,RIVER TRAIL STATION - UTA
-111.939813388,40.7111191660001,418,8001042,REDWOOD JUNCTION STATION,NOT AVAILABLE,22647,UTA,UTAH TRANSIT AUTHORITY,8001,40.7111191660001,-111.939813388,"SALT LAKE CITY-WEST VALLEY CITY, UT",42,OPEN,http://developer.rideuta.com/DeveloperResources/developer.aspx,2015/08/12 00:00:00,GROUND,1740 WEST RESEARCH WAY,WEST VALLEY CITY,UT,84119,REDWOOD JUNCTION STATION - UTA
-111.948689299,40.704674319,419,8001043,DECKER LAKE STATION,NOT AVAILABLE,22649,UTA,UTAH TRANSIT AUTHORITY,8001,40.704674319,-111.948689299,"SALT LAKE CITY-WEST VALLEY CITY, UT",42,OPEN,http://developer.rideuta.com/DeveloperResources/developer.aspx,2015/08/12 00:00:00,GROUND,3070 SOUTH 2200 WEST,WEST VALLEY CITY,UT,84119,DECKER LAKE STATION - UTA
-111.959705781,40.6943671510001,420,8001044,WEST VALLEY CENTRAL STATION,NOT AVAILABLE,22651,UTA,UTAH TRANSIT AUTHORITY,8001,40.6943671510001,-111.959705781,"SALT LAKE CITY-WEST VALLEY CITY, UT",42,OPEN,http://developer.rideuta.com/DeveloperResources/developer.aspx,2015/08/12 00:00:00,GROUND,2750 WEST 3590 SOUTH,WEST VALLEY CITY,UT,84119,WEST VALLEY CENTRAL STATION - UTA
-111.904741954,40.7716137940001,421,8001045,NORTH TEMPLE BRIDGE/GUADALUPE,NOT AVAILABLE,23039,UTA,UTAH TRANSIT AUTHORITY,8001,40.7716137940001,-111.904741954,"SALT LAKE CITY-WEST VALLEY CITY, UT",42,OPEN,http://developer.rideuta.com/DeveloperResources/developer.aspx,2015/08/12 00:00:00,GROUND,500 W NORTH TEMPLE,SALT LAKE CITY,UT,84103,NORTH TEMPLE BRIDGE/GUADALUPE - UTA
-111.914862336,40.771552904,422,8001046,JACKSON/EUCLID STATION,NOT AVAILABLE,23041,UTA,UTAH TRANSIT AUTHORITY,8001,40.771552904,-111.914862336,"SALT LAKE CITY-WEST VALLEY CITY, UT",42,OPEN,http://developer.rideuta.com/DeveloperResources/developer.aspx,2015/08/12 00:00:00,GROUND,820 W NORTH TEMPLE,SALT LAKE CITY,UT,84116,JACKSON/EUCLID STATION - UTA
-111.924251722,40.771499095,423,8001047,FAIRPARK STATION,NOT AVAILABLE,23043,UTA,UTAH TRANSIT AUTHORITY,8001,40.771499095,-111.924251722,"SALT LAKE CITY-WEST VALLEY CITY, UT",42,OPEN,http://developer.rideuta.com/DeveloperResources/developer.aspx,2015/08/12 00:00:00,GROUND,1150 W NORTH TEMPLE,SALT LAKE CITY,UT,84116,FAIRPARK STATION - UTA
-111.933931369,40.7715181310001,424,8001048,POWER STATION,NOT AVAILABLE,23045,UTA,UTAH TRANSIT AUTHORITY,8001,40.7715181310001,-111.933931369,"SALT LAKE CITY-WEST VALLEY CITY, UT",42,OPEN,http://developer.rideuta.com/DeveloperResources/developer.aspx,2015/08/12 00:00:00,GROUND,1500 W NORTH TEMPLE,SALT LAKE CITY,UT,84116,POWER STATION - UTA
-111.946118992,40.771554838,425,8001049,1940 W NORTH TEMPLE STATION,NOT AVAILABLE,23047,UTA,UTAH TRANSIT AUTHORITY,8001,40.771554838,-111.946118992,"SALT LAKE CITY-WEST VALLEY CITY, UT",42,OPEN,http://developer.rideuta.com/DeveloperResources/developer.aspx,2015/08/12 00:00:00,GROUND,1940 W NORTH,SALT LAKE CITY,UT,84116,1940 W NORTH TEMPLE STATION - UTA
-111.980008197,40.78385583,426,8001050,AIRPORT STATION,NOT AVAILABLE,23049,UTA,UTAH TRANSIT AUTHORITY,8001,40.78385583,-111.980008197,"SALT LAKE CITY-WEST VALLEY CITY, UT",42,OPEN,http://developer.rideuta.com/DeveloperResources/developer.aspx,2015/08/12 00:00:00,GROUND,650 N 3700 W,SALT LAKE CITY,UT,84116,AIRPORT STATION - UTA
-111.89017,40.72226,427,8001051,SOUTH SALT LAKE CITY STATION,NOT AVAILABLE,23566,UTA,UTAH TRANSIT AUTHORITY,8001,40.7222600000001,-111.89017,"SALT LAKE CITY-WEST VALLEY CITY, UT",42,OPEN,http://developer.rideuta.com/DeveloperResources/developer.aspx,2015/08/12 00:00:00,GROUND,30 E 2240 SOUTH,SOUTH SALT LAKE,UT,84115,SOUTH SALT LAKE CITY STATION - UTA
-111.882315,40.722331,428,8001052,300 EAST STATION,NOT AVAILABLE,23567,UTA,UTAH TRANSIT AUTHORITY,8001,40.7223310000001,-111.882315,"SALT LAKE CITY-WEST VALLEY CITY, UT",42,OPEN,http://developer.rideuta.com/DeveloperResources/developer.aspx,2015/08/12 00:00:00,GROUND,310 E 2240 SOUTH,SOUTH SALT LAKE,UT,84115,300 EAST STATION - UTA
-111.87708,40.72231,429,8001053,500 EAST STATION,NOT AVAILABLE,23568,UTA,UTAH TRANSIT AUTHORITY,8001,40.72231,-111.87708,"SALT LAKE CITY-WEST VALLEY CITY, UT",42,OPEN,http://developer.rideuta.com/DeveloperResources/developer.aspx,2015/08/12 00:00:00,GROUND,490 E 2240 SOUTH,SOUTH SALT LAKE,UT,84115,500 EAST STATION - UTA
-111.871609,40.722788,430,8001054,700 EAST STATION,NOT AVAILABLE,23569,UTA,UTAH TRANSIT AUTHORITY,8001,40.722788,-111.871609,"SALT LAKE CITY-WEST VALLEY CITY, UT",42,OPEN,http://developer.rideuta.com/DeveloperResources/developer.aspx,2015/08/12 00:00:00,GROUND,690 E 2220 SOUTH,SALT LAKE CITY,UT,84106,700 EAST STATION - UTA
-111.86509,40.72282,431,8001055,SUGARMONT STATION,NOT AVAILABLE,23570,UTA,UTAH TRANSIT AUTHORITY,8001,40.7228200000001,-111.86509,"SALT LAKE CITY-WEST VALLEY CITY, UT",42,OPEN,http://developer.rideuta.com/DeveloperResources/developer.aspx,2015/08/12 00:00:00,GROUND,900 E AND SUGARMONT DR,SALT LAKE CITY,UT,84106,SUGARMONT STATION - UTA
-111.86168,40.72276,432,8001056,FAIRMONT STATION,NOT AVAILABLE,23571,UTA,UTAH TRANSIT AUTHORITY,8001,40.7227600000001,-111.86168,"SALT LAKE CITY-WEST VALLEY CITY, UT",42,OPEN,http://developer.rideuta.com/DeveloperResources/developer.aspx,2015/08/12 00:00:00,GROUND,1040 E 2220 SOUTH,SALT LAKE CITY,UT,84106,FAIRMONT STATION - UTA
-112.010520984,41.307563621,433,8001057,PLEASANT VIEW STATION,NOT AVAILABLE,21666,UTA,UTAH TRANSIT AUTHORITY,8001,41.307563621,-112.010520984,"SALT LAKE CITY-WEST VALLEY CITY, UT",42,OPEN,http://developer.rideuta.com/DeveloperResources/developer.aspx,2015/08/12 00:00:00,GROUND,2700 N HWY 89,OGDEN,UT,84404,PLEASANT VIEW STATION - UTA
-111.98063,41.22429,434,8001058,OGDEN STATION,NOT AVAILABLE,21753,UTA,UTAH TRANSIT AUTHORITY,8001,41.2242900000001,-111.98063,"SALT LAKE CITY-WEST VALLEY CITY, UT",42,OPEN,http://developer.rideuta.com/DeveloperResources/developer.aspx,2015/08/12 00:00:00,GROUND,2350 S WALL AVE,OGDEN,UT,84401,OGDEN STATION - UTA
-112.013869487,41.0947818970001,435,8001059,CLEARFIELD STATION,NOT AVAILABLE,21757,UTA,UTAH TRANSIT AUTHORITY,8001,41.0947818970001,-112.013869487,"SALT LAKE CITY-WEST VALLEY CITY, UT",42,OPEN,http://developer.rideuta.com/DeveloperResources/developer.aspx,2015/08/12 00:00:00,GROUND,1250 S STATE ST,CLEARFIELD,UT,84015,CLEARFIELD STATION - UTA
-111.903699744,40.98731759,436,8001060,FARMINGTON STATION,NOT AVAILABLE,21758,UTA,UTAH TRANSIT AUTHORITY,8001,40.98731759,-111.903699744,"SALT LAKE CITY-WEST VALLEY CITY, UT",42,OPEN,http://developer.rideuta.com/DeveloperResources/developer.aspx,2015/08/12 00:00:00,GROUND,450 N 850 W,FARMINGTON,UT,84025,FARMINGTON STATION - UTA
-111.903179743,40.880483795,437,8001061,WOODS CROSS STATION,NOT AVAILABLE,21759,UTA,UTAH TRANSIT AUTHORITY,8001,40.880483795,-111.903179743,"SALT LAKE CITY-WEST VALLEY CITY, UT",42,OPEN,http://developer.rideuta.com/DeveloperResources/developer.aspx,2015/08/12 00:00:00,GROUND,750 S 800 W,WOODS CROSS,UT,84087,WOODS CROSS STATION - UTA
-112.039403794,41.188754051,438,8001062,ROY STATION,NOT AVAILABLE,21760,UTA,UTAH TRANSIT AUTHORITY,8001,41.188754051,-112.039403794,"SALT LAKE CITY-WEST VALLEY CITY, UT",42,OPEN,http://developer.rideuta.com/DeveloperResources/developer.aspx,2015/08/12 00:00:00,GROUND,4155 S SANDRIDGE DR,ROY,UT,84067,ROY STATION - UTA
-111.965055179,41.056983281,439,8001063,LAYTON STATION,NOT AVAILABLE,21772,UTA,UTAH TRANSIT AUTHORITY,8001,41.056983281,-111.965055179,"SALT LAKE CITY-WEST VALLEY CITY, UT",42,OPEN,http://developer.rideuta.com/DeveloperResources/developer.aspx,2015/08/12 00:00:00,GROUND,150 S MAIN ST,LAYTON,UT,84041,LAYTON STATION - UTA
-111.82065,40.37477,440,8001064,AMERICAN FORK STATION,NOT AVAILABLE,23071,UTA,UTAH TRANSIT AUTHORITY,8001,40.3747700000001,-111.82065,"SALT LAKE CITY-WEST VALLEY CITY, UT",42,OPEN,http://developer.rideuta.com/DeveloperResources/developer.aspx,2015/08/12 00:00:00,GROUND,782 W 200 S,AMERICAN FORK,UT,84003,AMERICAN FORK STATION - UTA
-111.660729,40.225473,441,8001065,PROVO CENTRAL STATION,NOT AVAILABLE,23073,UTA,UTAH TRANSIT AUTHORITY,8001,40.2254730000001,-111.660729,"SALT LAKE CITY-WEST VALLEY CITY, UT",42,OPEN,http://developer.rideuta.com/DeveloperResources/developer.aspx,2015/08/12 00:00:00,GROUND,690 S UNIVERSITY AVE,PROVO,UT,84601,PROVO CENTRAL STATION - UTA
-111.896397838,40.4252040490001,442,8001066,LEHI STATION,NOT AVAILABLE,23074,UTA,UTAH TRANSIT AUTHORITY,8001,40.4252040490001,-111.896397838,"SALT LAKE CITY-WEST VALLEY CITY, UT",42,OPEN,http://developer.rideuta.com/DeveloperResources/developer.aspx,2015/08/12 00:00:00,GROUND,3101 N ASHTON BLVD,LEHI,UT,84043,LEHI STATION - UTA
-111.725604947,40.2803870060001,443,8001067,OREM CENTRAL STATION,NOT AVAILABLE,23076,UTA,UTAH TRANSIT AUTHORITY,8001,40.2803870060001,-111.725604947,"SALT LAKE CITY-WEST VALLEY CITY, UT",42,OPEN,http://developer.rideuta.com/DeveloperResources/developer.aspx,2015/08/12 00:00:00,GROUND,1350 W 900 S,OREM,UT,84058,OREM CENTRAL STATION - UTA
-111.90441,40.51548,444,8001068,DRAPER STATION,NOT AVAILABLE,23081,UTA,UTAH TRANSIT AUTHORITY,8001,40.51548,-111.90441,"SALT LAKE CITY-WEST VALLEY CITY, UT",42,OPEN,http://developer.rideuta.com/DeveloperResources/developer.aspx,2015/08/12 00:00:00,GROUND,12997 S FRONTRUNNER BLVD,DRAPER,UT,84020,DRAPER STATION - UTA
-111.90075,40.56316,445,8001069,SOUTH JORDAN STATION,NOT AVAILABLE,23082,UTA,UTAH TRANSIT AUTHORITY,8001,40.56316,-111.90075,"SALT LAKE CITY-WEST VALLEY CITY, UT",42,OPEN,http://developer.rideuta.com/DeveloperResources/developer.aspx,2015/08/12 00:00:00,GROUND,10351 SOUTH JORDAN GATEWAY,SOUTH JORDAN,UT,84095,SOUTH JORDAN STATION - UTA
-111.90512,40.77253,446,8001070,NORTH TEMPLE STATION,NOT AVAILABLE,23113,UTA,UTAH TRANSIT AUTHORITY,8001,40.7725300000001,-111.90512,"SALT LAKE CITY-WEST VALLEY CITY, UT",42,OPEN,http://developer.rideuta.com/DeveloperResources/developer.aspx,2015/08/12 00:00:00,GROUND,500 W NORTH TEMPLE,SALT LAKE CITY,UT,84103,NORTH TEMPLE STATION - UTA
-122.272371468,37.802477477,447,9003001,12th St. Oakland City Center,http://www.bart.gov/stations/12th,12TH,BART,SAN FRANCISCO BAY AREA RAPID TRANSIT DISTRICT,9003,37.802477477,-122.272371468,"SAN FRANCISCO-OAKLAND, CA",13,OPEN,http://www.bart.gov/schedules/developers/gtfs,2015/09/14 00:00:00,BELOW,1245 BROADWAY,OAKLAND,CA,94612,12th St. Oakland City Center - BART
-122.419686051,37.765024,448,9003002,16th St. Mission,http://www.bart.gov/stations/16th,16TH,BART,SAN FRANCISCO BAY AREA RAPID TRANSIT DISTRICT,9003,37.765024,-122.419686051,"SAN FRANCISCO-OAKLAND, CA",13,OPEN,http://www.bart.gov/schedules/developers/gtfs,2015/09/14 00:00:00,BELOW,2000 MISSION STREET,SAN FRANCISCO,CA,94110,16th St. Mission - BART
-122.26903,37.80787,449,9003003,19th St. Oakland,http://www.bart.gov/stations/19th,19TH,BART,SAN FRANCISCO BAY AREA RAPID TRANSIT DISTRICT,9003,37.80787,-122.26903,"SAN FRANCISCO-OAKLAND, CA",13,OPEN,http://www.bart.gov/schedules/developers/gtfs,2015/09/14 00:00:00,BELOW,1900 BROADWAY,OAKLAND,CA,94612,19th St. Oakland - BART
-122.418461153,37.7522914900001,450,9003004,24th St. Mission,http://www.bart.gov/stations/24th,24TH,BART,SAN FRANCISCO BAY AREA RAPID TRANSIT DISTRICT,9003,37.7522914900001,-122.418461153,"SAN FRANCISCO-OAKLAND, CA",13,OPEN,http://www.bart.gov/schedules/developers/gtfs,2015/09/14 00:00:00,BELOW,2800 MISSION STREET,SAN FRANCISCO,CA,94110,24th St. Mission - BART
-122.447516689,37.7215925880001,451,9003005,Balboa Park,http://www.bart.gov/stations/balb,BALB,BART,SAN FRANCISCO BAY AREA RAPID TRANSIT DISTRICT,9003,37.7215925880001,-122.447516689,"SAN FRANCISCO-OAKLAND, CA",13,OPEN,http://www.bart.gov/schedules/developers/gtfs,2015/09/14 00:00:00,BELOW,401 GENEVA AVENUE,SAN FRANCISCO,CA,94112,Balboa Park - BART
-122.41376,37.77953,452,9003006,Civic Center/UN Plaza,http://www.bart.gov/stations/civc,CIVC,BART,SAN FRANCISCO BAY AREA RAPID TRANSIT DISTRICT,9003,37.7795300000001,-122.41376,"SAN FRANCISCO-OAKLAND, CA",13,OPEN,http://www.bart.gov/schedules/developers/gtfs,2015/09/14 00:00:00,GROUND,1150 MARKET STREET,SAN FRANCISCO,CA,94102,Civic Center/UN Plaza - BART
-122.46623,37.68464,453,9003007,Colma,http://www.bart.gov/stations/colm,COLM,BART,SAN FRANCISCO BAY AREA RAPID TRANSIT DISTRICT,9003,37.6846400000001,-122.46623,"SAN FRANCISCO-OAKLAND, CA",13,OPEN,http://www.bart.gov/schedules/developers/gtfs,2015/09/14 00:00:00,GROUND,365 D STREET,COLMA,CA,94014,Colma - BART
-122.029089469,37.9737454900001,454,9003008,Concord,http://www.bart.gov/stations/conc,CONC,BART,SAN FRANCISCO BAY AREA RAPID TRANSIT DISTRICT,9003,37.9737454900001,-122.029089469,"SAN FRANCISCO-OAKLAND, CA",13,OPEN,http://www.bart.gov/schedules/developers/gtfs,2015/09/14 00:00:00,GROUND,1451 OAKLAND AVENUE,CONCORD,CA,94520,Concord - BART
-122.468850051,37.706385,455,9003009,Daly City,http://www.bart.gov/stations/daly,DALY,BART,SAN FRANCISCO BAY AREA RAPID TRANSIT DISTRICT,9003,37.7063850000001,-122.468850051,"SAN FRANCISCO-OAKLAND, CA",13,OPEN,http://www.bart.gov/schedules/developers/gtfs,2015/09/14 00:00:00,ELEVATED,500 JOHN DALY BLVD,DALY CITY,CA,94014,Daly City - BART
-122.39674,37.79298,456,9003010,Embarcadero,http://www.bart.gov/stations/embr,EMBR,BART,SAN FRANCISCO BAY AREA RAPID TRANSIT DISTRICT,9003,37.7929800000001,-122.39674,"SAN FRANCISCO-OAKLAND, CA",13,OPEN,http://www.bart.gov/schedules/developers/gtfs,2015/09/14 00:00:00,BELOW,298 MARKET STREET,SAN FRANCISCO,CA,94111,Embarcadero - BART
-122.433795051,37.733121,457,9003011,Glen Park,http://www.bart.gov/stations/glen,GLEN,BART,SAN FRANCISCO BAY AREA RAPID TRANSIT DISTRICT,9003,37.733121,-122.433795051,"SAN FRANCISCO-OAKLAND, CA",13,OPEN,http://www.bart.gov/schedules/developers/gtfs,2015/09/14 00:00:00,BELOW,2901 DIAMOND STREET,SAN FRANCISCO,CA,94131,Glen Park - BART
-122.124655908,37.8931771690001,458,9003012,Lafayette,http://www.bart.gov/stations/lafy,LAFY,BART,SAN FRANCISCO BAY AREA RAPID TRANSIT DISTRICT,9003,37.8931771690001,-122.124655908,"SAN FRANCISCO-OAKLAND, CA",13,OPEN,http://www.bart.gov/schedules/developers/gtfs,2015/09/14 00:00:00,GROUND,3601 DEER HILL ROAD,LAFAYETTE,CA,94549,Lafayette - BART
-122.267075785,37.8291355490001,459,9003013,MacArthur,http://www.bart.gov/stations/mcar,MCAR,BART,SAN FRANCISCO BAY AREA RAPID TRANSIT DISTRICT,9003,37.8291355490001,-122.267075785,"SAN FRANCISCO-OAKLAND, CA",13,OPEN,http://www.bart.gov/schedules/developers/gtfs,2015/09/14 00:00:00,GROUND,555 40TH STREET,OAKLAND,CA,94609,MacArthur - BART
-122.386826386,37.600206922,460,9003014,Millbrae,http://www.bart.gov/stations/mlbr,MLBR,BART,SAN FRANCISCO BAY AREA RAPID TRANSIT DISTRICT,9003,37.600206922,-122.386826386,"SAN FRANCISCO-OAKLAND, CA",13,OPEN,http://www.bart.gov/schedules/developers/gtfs,2015/09/14 00:00:00,GROUND,200 NORTH ROLLINS ROAD,MILLBRAE,CA,94030,Millbrae - BART
-122.40141,37.78926,461,9003015,Montgomery St.,http://www.bart.gov/stations/mont,MONT,BART,SAN FRANCISCO BAY AREA RAPID TRANSIT DISTRICT,9003,37.7892600000001,-122.40141,"SAN FRANCISCO-OAKLAND, CA",13,OPEN,http://www.bart.gov/schedules/developers/gtfs,2015/09/14 00:00:00,BELOW,598 MARKET STREET,SAN FRANCISCO,CA,94104,Montgomery St. - BART
-122.024653713,38.00321345,462,9003016,North Concord/Martinez,http://www.bart.gov/stations/ncon,NCON,BART,SAN FRANCISCO BAY AREA RAPID TRANSIT DISTRICT,9003,38.00321345,-122.024653713,"SAN FRANCISCO-OAKLAND, CA",13,OPEN,http://www.bart.gov/schedules/developers/gtfs,2015/09/14 00:00:00,GROUND,3700 PORT CHICAGO HIGHWAY,CONCORD,CA,94520,North Concord/Martinez - BART
-122.18379,37.87836,463,9003017,Orinda,http://www.bart.gov/stations/orin,ORIN,BART,SAN FRANCISCO BAY AREA RAPID TRANSIT DISTRICT,9003,37.87836,-122.18379,"SAN FRANCISCO-OAKLAND, CA",13,OPEN,http://www.bart.gov/schedules/developers/gtfs,2015/09/14 00:00:00,GROUND,11 CAMINO PABLO,ORINDA,CA,94563,Orinda - BART
-122.05601,37.9284,464,9003018,Pleasant Hill/Contra Costa Centre,http://www.bart.gov/stations/phil,PHIL,BART,SAN FRANCISCO BAY AREA RAPID TRANSIT DISTRICT,9003,37.9284000000001,-122.05601,"SAN FRANCISCO-OAKLAND, CA",13,OPEN,http://www.bart.gov/schedules/developers/gtfs,2015/09/14 00:00:00,ELEVATED,1365 TREAT BLVD,WALNUT CREEK,CA,94597,Pleasant Hill/Contra Costa Centre - BART
-121.944397604,38.0189167500001,465,9003019,Pittsburg/Bay Point,http://www.bart.gov/stations/pitt,PITT,BART,SAN FRANCISCO BAY AREA RAPID TRANSIT DISTRICT,9003,38.0189167500001,-121.944397604,"SAN FRANCISCO-OAKLAND, CA",13,OPEN,http://www.bart.gov/schedules/developers/gtfs,2015/09/14 00:00:00,GROUND,1700 WEST LELAND ROAD,PITTSBURG,CA,94565,Pittsburg/Bay Point - BART
-122.407827318,37.7842041580001,466,9003020,Powell St.,http://www.bart.gov/stations/powl,POWL,BART,SAN FRANCISCO BAY AREA RAPID TRANSIT DISTRICT,9003,37.7842041580001,-122.407827318,"SAN FRANCISCO-OAKLAND, CA",13,OPEN,http://www.bart.gov/schedules/developers/gtfs,2015/09/14 00:00:00,BELOW,899 MARKET STREET,SAN FRANCISCO,CA,94102,Powell St. - BART
-122.251372166,37.844770694,467,9003021,Rockridge,http://www.bart.gov/stations/rock,ROCK,BART,SAN FRANCISCO BAY AREA RAPID TRANSIT DISTRICT,9003,37.844770694,-122.251372166,"SAN FRANCISCO-OAKLAND, CA",13,OPEN,http://www.bart.gov/schedules/developers/gtfs,2015/09/14 00:00:00,GROUND,5660 COLLEGE AVENUE,OAKLAND,CA,94618,Rockridge - BART
-122.416098314,37.637842461,468,9003022,San Bruno,http://www.bart.gov/stations/sbrn,SBRN,BART,SAN FRANCISCO BAY AREA RAPID TRANSIT DISTRICT,9003,37.637842461,-122.416098314,"SAN FRANCISCO-OAKLAND, CA",13,OPEN,http://www.bart.gov/schedules/developers/gtfs,2015/09/14 00:00:00,BELOW,1151 HUNTINGTON AVENUE,SAN BRUNO,CA,94066,San Bruno - BART
-122.39261,37.61603,469,9003023,San Francisco Int'l Airport,http://www.bart.gov/stations/sfia,SFIA,BART,SAN FRANCISCO BAY AREA RAPID TRANSIT DISTRICT,9003,37.6160300000001,-122.39261,"SAN FRANCISCO-OAKLAND, CA",13,OPEN,http://www.bart.gov/schedules/developers/gtfs,2015/09/14 00:00:00,ELEVATED,INTERNATIONAL TERMINAL,SAN FRANCISCO,CA,94128,San Francisco Int'l Airport - BART
-122.444021936,37.6641248940001,470,9003024,South San Francisco,http://www.bart.gov/stations/ssan,SSAN,BART,SAN FRANCISCO BAY AREA RAPID TRANSIT DISTRICT,9003,37.6641248940001,-122.444021936,"SAN FRANCISCO-OAKLAND, CA",13,OPEN,http://www.bart.gov/schedules/developers/gtfs,2015/09/14 00:00:00,BELOW,1333 MISSION ROAD,SOUTH SAN FRANCISCO,CA,94080,South San Francisco - BART
